CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location of First Harmful Event,Weather Condition,Light Conditions,Traffic Control Device,Traffic Control Type,Roadway Alignment,Roadway Surface Condition,Roadway Surface type,Roadway Description,Roadway defects,Relation to Roadway,Intersection Type,Work Zone Related,Workers Present in Work Zone,Work Zone Location,Work Zone Type,School Zone,Type of Collision,Location 1
2016034447.0,08/19/2016,1618,FRI,GREAT NECK RD N,Yes,2.0,222.0,3,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"2301 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.841546, -76.048109)"
2016030210.0,07/22/2016,1740,FRI,SMITH FARM RD,Yes,3.0,331.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"2001 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.904042, -76.146351)"
2016035397.0,08/25/2016,1316,THU,KINGS GRANT CI,Yes,3.0,321.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,YIELD SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,TWO APPROACHES,NO,,,,NO,REAR END,"3503 KINGS GRANT RD
VIRGINIA BEACH, VA
(36.861187, -76.093953)"
2016031594.0,07/31/2016,1303,SUN,2154 CENTERVILLE TP,Yes,4.0,421.0,2,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,TWO APPROACHES,NO,,,,NO,REAR END,"5700 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.767075, -76.194946)"
2016036757.0,09/03/2016,1430,SAT,32ND ST,Yes,2.0,226.0,2,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,ANGLE,"3199 HOLLY RD
VIRGINIA BEACH, VA
(36.859618, -75.982208)"
2016037155.0,09/06/2016,1212,TUE,LORD BYRON DR,Yes,4.0,427.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,REAR END,"4200 HOLLAND RD
VIRGINIA BEACH, VA
(36.818269, -76.118235)"
2016036432.0,09/01/2016,2016,THU,VIRGINIA BEACH BL,00.50 Miles From,3.0,325.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"459 NEWTOWN RD
VIRGINIA BEACH, VA
(36.857093, -76.176914)"
2016033252.0,08/11/2016,1250,THU,HINSDALE ST,Yes,3.0,323.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"598 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.852099, -76.136247)"
2016030367.0,07/23/2016,1707,SAT,CHESTERBROOK DR,Yes,4.0,424.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,CURVE-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"4799 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.772095, -76.154088)"
2016035563.0,08/26/2016,1444,FRI,GREAT NECK RD N,00.25 Miles From,2.0,222.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"2200 VA BEACH BL
VIRGINIA BEACH, VA
(36.842513, -76.04478)"
2016035794.0,08/27/2016,2144,SAT,CYPRESS POINT BL,Yes,3.0,327.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"5398 WESLEYAN DR
VIRGINIA BEACH, VA
(36.870088, -76.162764)"
2016029805.0,07/20/2016,1124,WED,POWHATAN AV,Yes,3.0,330.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"3799 SHORE DR
VIRGINIA BEACH, VA
(36.907559, -76.10491)"
2016034300.0,08/18/2016,1724,THU,SCHOOLHOUSE RD,Yes,4.0,421.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1938 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.779245, -76.194233)"
2016034918.0,08/22/2016,1438,MON,VIRGINIA BEACH BL,Yes,3.0,321.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"301 LITTLE NECK RD
VIRGINIA BEACH, VA
(36.841814, -76.091118)"
2016035160.0,08/24/2016,515,WED,SANDBRIDGE RD,Yes,1.0,122.0,1,ROADSIDE,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAWN,YES-WORKING,TRAFFIC LANES MARKED,CURVE-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,MAIN-LINE ROADWAY,THREE APPROACHES,NO,,,,NO,OTHER,"2599 LAS BRISAS DR
VIRGINIA BEACH, VA
(36.743836, -75.990263)"
2016030514.0,07/24/2016,1453,SUN,300 KING RICHARD RD,Yes,3.0,321.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"3345 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.841632, -76.088735)"
2016035539.0,08/26/2016,1215,FRI,LILA LA,Yes,4.0,421.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"5339 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.798622, -76.177363)"
2016035714.0,08/27/2016,1114,SAT,EDINBURGH DR,Yes,3.0,321.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"498 LITTLE NECK RD
VIRGINIA BEACH, VA
(36.848084, -76.091663)"
2016033949.0,08/16/2016,915,TUE,HOLLADAY LA,Yes,3.0,327.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"4999 SULLIVAN BL
VIRGINIA BEACH, VA
(36.864806, -76.148728)"
2016034096.0,08/17/2016,1019,WED,HUTTON LA,Yes,2.0,222.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"2498 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.841556, -76.055736)"
2016036336.0,08/31/2016,1705,WED,GREEN RUN BLVD,Yes,1.0,126.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"3300 HOLLAND RD
VIRGINIA BEACH, VA
(36.800609, -76.08624)"
2016024469.0,06/17/2016,1248,FRI,59TH ST,Yes,2.0,226.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"5900 ATLANTIC AV
VIRGINIA BEACH, VA
(36.884279, -75.98658)"
2016033656.0,08/14/2016,142,SUN,HAMPSHIRE LA,Yes,3.0,326.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,THREE APPROACHES,NO,,,,NO,HEAD ON,"699 LAKE EDWARD DR
VIRGINIA BEACH, VA
(36.860788, -76.177987)"
2016031280.0,07/29/2016,1530,FRI,DAM NECK RD,01.00 Miles From,2.0,228.0,1,SHOULDER,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,NON-COLLISION,"2340 HARPERS RD
VIRGINIA BEACH, VA
(36.783909, -76.039424)"
2016028974.0,07/14/2016,2040,THU,BOW CREEK BL,Yes,4.0,427.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,ANGLE,"500 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.825377, -76.096385)"
2016036562.0,09/02/2016,10,FRI,ATWOODTOWN RD,Yes,1.0,122.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,SLOW OR WARNING SIGN,OTHER,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,NON-COLLISION,"2400 ENTRADA DR
VIRGINIA BEACH, VA
(36.750269, -75.979838)"
2016029193.0,07/16/2016,1050,SAT,1398 KEMPSVILLE RD,Yes,4.0,421.0,2,ON ROADWAY,MIST,DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,REAR END,"5299 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.79705, -76.174578)"
2016034034.0,08/17/2016,2029,WED,2200 CYPRESS AV,Yes,2.0,227.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","ONE-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,PEDESTRIAN,"700 22ND ST
VIRGINIA BEACH, VA
(36.848682, -75.984328)"
2016030138.0,07/22/2016,1207,FRI,6099 PROVIDENCE RD,Yes,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,REAR END,"6099 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.812535, -76.205868)"
2016028629.0,07/12/2016,1347,TUE,BONNEY RD,Yes,3.0,322.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"100 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.839331, -76.097336)"
2016031951.0,08/02/2016,2310,TUE,WINSTON AV,00.06 Miles From,1.0,125.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,TRAFFIC LANES MARKED,CURVE-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"2899 SALEM RD
VIRGINIA BEACH, VA
(36.740345, -76.098686)"
2016025670.0,06/24/2016,1559,FRI,SALEM RD,Yes,4.0,425.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"2100 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.789192, -76.125743)"
2016027510.0,07/05/2016,1105,TUE,SHOOTING STAR DR,Yes,1.0,125.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,BACKED INTO,"4199 RAINBOW DR
VIRGINIA BEACH, VA
(36.785244, -76.116651)"
2016033930.0,08/16/2016,110,TUE,INTERNATIONAL PW,00.25 Miles From,1.0,127.0,1,SHOULDER,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,OTHER LOCATION NOT LISTED ABOVE W/I AN INTERC,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"899 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.808504, -76.054686)"
2016031622.0,07/31/2016,1710,SUN,600 SOUTHSIDE RD,Yes,2.0,228.0,2,ON ROADWAY,RAIN,DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,WET,CONCRETE,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,REAR END,"600 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.82464, -75.97717)"
2016034147.0,08/17/2016,1705,WED,299 CORPORATE PARK LANE,Yes,3.0,324.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,REAR END,"4701 VIRGINIA BEACH BLVD
VIRGINIA BEACH, VA
(36.843477, -76.138871)"
2016033881.0,08/15/2016,1606,MON,REON DR,Yes,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"5923 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.809398, -76.199717)"
2016034566.0,08/20/2016,1030,SAT,LANDSTOWN RD,00.50 Miles From,1.0,125.0,1,SHOULDER,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"2591 SALEM RD
VIRGINIA BEACH, VA
(36.751002, -76.108689)"
2016034682.0,08/20/2016,2330,SAT,29TH ST,Yes,2.0,227.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,PEDESTRIAN,"2900 ATLANTIC AV
VIRGINIA BEACH, VA
(36.85759, -75.977732)"
2016033559.0,08/13/2016,1026,SAT,HANNIBAL ST,Yes,1.0,129.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"3545 SILINA DR
VIRGINIA BEACH, VA
(36.827647, -76.095089)"
2016032255.0,08/04/2016,2340,THU,1701 TOWER BRIDGE LO,Yes,1.0,124.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"2098 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.776821, -76.03884)"
2016030988.0,07/27/2016,1734,WED,100 THALIA TRACE DR,Yes,3.0,322.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,TWO APPROACHES,NO,,,,NO,REAR END,"3900 BONNEY RD
VIRGINIA BEACH, VA
(36.838836, -76.109667)"
2016018442.0,05/10/2016,1615,TUE,100 FIRST COLONIAL RD S,Yes,2.0,224.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,CURVE-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,THREE APPROACHES,NO,,,,NO,REAR END,"100 OCEANA BL
VIRGINIA BEACH, VA
(36.838155, -76.016814)"
2016031258.0,07/29/2016,1245,FRI,GOVERNORS WY,Yes,4.0,428.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"3800 HOLLAND RD
VIRGINIA BEACH, VA
(36.815511, -76.105823)"
2016036607.0,09/02/2016,1134,FRI,2299 NIMMO PW,Yes,1.0,124.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,YES,REAR END,"2371 HOLLAND RD
VIRGINIA BEACH, VA
(36.760243, -76.054136)"
2016027921.0,07/07/2016,1551,THU,GENERAL BOOTH BL,Yes,1.0,122.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"2205 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.760191, -76.018543)"
2016035860.0,08/28/2016,920,SUN,RUDEE POINT RD,Yes,2.0,228.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"449 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.829165, -75.973653)"
2016029033.0,07/15/2016,915,FRI,WICKLOW PL,Yes,4.0,427.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"390 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.829732, -76.136221)"
2016029924.0,07/21/2016,729,THU,HOLLY RD,Yes,2.0,226.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"400 32ND ST
VIRGINIA BEACH, VA
(36.859731, -75.981614)"
